loc_index,lat,lng,longitude,latitude,"POI大类:汽车服务,汽车销售,汽车维修,摩托车服务,餐饮服务,购物服务,生活服务,体育休闲服务,医疗保健服务,住宿服务,风景名胜,商务住宅,政府机构及社会团体,科教文化服务,交通设施服务,金融保险服务,公司企业,道路附属设施,地名地址信息,公共设施,事件活动,室内设施,通行设施",地址,addr,addr_tokens,doc2vec,addr_label,geohash
1828,35.50611,112.81799,112.81799,35.50611,"346,76,132,54,864,882,878,274,754,160,53,332,616,722,397,303,874,2,900,100,0,14,686",山西省晋城市城区西街街道平安街,城区西街街道平安街,城区西街街道 平安街,"[-0.05245610326528549, 0.10140599310398102, 0.031849056482315063, -0.011421285569667816, -0.00970279611647129, -0.15534576773643494, 0.0786924660205841, 0.1859922856092453, -0.14131508767604828, -0.2073095738887787, 0.004614740144461393, -0.1996881514787674, 0.03724048659205437, 0.04537312686443329, -0.11574213951826096, -0.026893630623817444, 0.029163645580410957, 0.04528675973415375, -0.2471628487110138, -0.10691750049591064, -0.13233859837055206, 0.05218949541449547, 0.13366006314754486, -0.03126993030309677, 0.10232017934322357, 0.06256583333015442, 0.025687603279948235, -0.10998446494340897, -0.14866793155670166, 0.04049152508378029, -0.00320340390317142, -0.012504656799137592, -0.09446580708026886, 0.06134171783924103, -0.13541926443576813, 0.06304626166820526, 0.13726629316806793, 0.036431439220905304, 0.08379336446523666, -0.12136206030845642, 0.16791550815105438, 0.022899748757481575, -0.019986998289823532, 0.035620156675577164, 0.22412361204624176, 0.10023297369480133, 0.024780411273241043, -0.030580254271626472, -0.063918836414814, 0.0006671295850537717]",城区西街街道,ww21zpxw1dws
1829,35.52194,112.79752,112.79752,35.52194,"193,50,80,16,285,882,313,19,36,4,13,33,95,55,70,21,682,2,767,19,0,0,76",山西省晋城市城区西上庄街道泰通汽修,城区西上庄街道泰通汽修,城区西上庄街道 泰通 汽修,"[-0.030453313142061234, 0.045806147158145905, 0.010131040588021278, -0.000910761475097388, -0.004762510769069195, -0.07439225167036057, 0.04998372495174408, 0.08284041285514832, -0.06282994151115417, -0.10863761603832245, 0.007621163036674261, -0.09611465036869049, 0.017866894602775574, 0.008659598417580128, -0.05142635479569435, -0.011241709813475609, 0.015951834619045258, 0.015715932473540306, -0.12119857966899872, -0.06317819654941559, -0.06358080357313156, 0.02235015667974949, 0.076818086206913, -0.010491804219782352, 0.04960190877318382, 0.02713155746459961, 0.02339666150510311, -0.0700727328658104, -0.0674695149064064, 0.023007625713944435, 0.0007059361087158322, 0.0034919241443276405, -0.03931017220020294, 0.036374740302562714, -0.056325916200876236, 0.025305159389972687, 0.07596622407436371, 0.024587752297520638, 0.047918617725372314, -0.056739144027233124, 0.07045421004295349, 0.0068662469275295734, -0.007301050703972578, 0.01662752777338028, 0.10904081910848618, 0.05756395310163498, 0.00270228018052876, -0.02397768944501877, -0.03791344538331032, 0.0010342110181227326]",城区西上庄街道,ww24nf8dk9wc
1843,35.5585,112.8828,112.8828,35.5585,"39,1,6,7,513,758,321,40,112,13,14,60,72,116,70,53,126,2,411,17,0,0,84",山西省晋城市城区开发区街道菩提谷流浪动物乐园,城区开发区街道菩提谷流浪动物乐园,城区开发区街道 菩 提谷 流浪 动物 乐园,"[-0.08588696271181107, 0.13792432844638824, 0.03932363912463188, -0.007129197008907795, -0.03668476268649101, -0.2137095034122467, 0.10870427638292313, 0.26093554496765137, -0.1987878531217575, -0.3129735589027405, -0.00405696639791131, -0.2886306941509247, 0.041391316801309586, 0.047872144728899, -0.16656494140625, -0.03792962059378624, 0.0418480783700943, 0.05679500475525856, -0.35464176535606384, -0.15826979279518127, -0.16450132429599762, 0.07835566252470016, 0.19716382026672363, -0.04128433018922806, 0.14905095100402832, 0.09756048768758774, 0.05153157562017441, -0.1726740002632141, -0.21272559463977814, 0.05994991213083267, 0.006408196408301592, -0.01901676319539547, -0.12138526886701584, 0.08486603945493698, -0.1818101406097412, 0.0845046192407608, 0.1989952027797699, 0.03767358511686325, 0.11068583279848099, -0.1525643914937973, 0.2274041622877121, 0.024413859471678734, -0.027539296075701714, 0.032620467245578766, 0.32606732845306396, 0.13543815910816193, 0.027373991906642914, -0.04768136888742447, -0.08258254081010818, 0.015659885480999947]",城区开发区街道,ww2629nxrbu6
1848,35.505,112.899444,112.899444,35.505,"139,33,61,9,820,870,625,54,137,33,15,98,177,214,179,72,475,2,852,29,0,17,199",山西省晋城市泽州县金村镇智森绿色整装生活馆,泽州县金村镇智森绿色整装生活馆,泽州县金村镇 智森 绿色 整装 生活馆,"[-0.06112484633922577, 0.0895804762840271, 0.017592139542102814, -0.004114628303796053, -0.014761660248041153, -0.1525837928056717, 0.08482063561677933, 0.18399345874786377, -0.12500013411045074, -0.2180284708738327, -0.00418235594406724, -0.18744836747646332, 0.02818128652870655, 0.04318257421255112, -0.1169094517827034, -0.026641743257641792, 0.027655044570565224, 0.02498960867524147, -0.2447204440832138, -0.10892660170793533, -0.11541330814361572, 0.0580325610935688, 0.1284029483795166, -0.039225850254297256, 0.1139092668890953, 0.053211361169815063, 0.028253136202692986, -0.12213516235351562, -0.1524515151977539, 0.0389450378715992, 0.007521600928157568, -0.00912442710250616, -0.0813281238079071, 0.062001366168260574, -0.12273673713207245, 0.07463392615318298, 0.13104939460754395, 0.02532384730875492, 0.06890420615673065, -0.10154670476913452, 0.14762333035469055, 0.01744839921593666, -0.024906503036618233, 0.03716880455613136, 0.21141378581523895, 0.09541596472263336, 0.004206323530524969, -0.023737290874123573, -0.04994348809123039, -0.0024904075544327497]",泽州县金村镇,ww23cp6zeexn
1859,35.534722,112.900833,112.900833,35.534722,"47,5,18,7,596,883,349,28,110,15,11,52,77,115,76,48,159,2,444,20,0,0,92",山西省晋城市城区北石店镇豆豆产后恢复中心,城区北石店镇豆豆产后恢复中心,城区北石店镇 豆豆产 后 恢复 中心,"[0.005148034542798996, -0.0027096765115857124, 0.0005406677373684943, -0.007990742102265358, 0.0019317878177389503, -0.007804557215422392, 0.018019409850239754, 0.034103021025657654, -0.01794370822608471, -0.030713386833667755, 0.006566550116986036, -0.009294685907661915, -0.006158085074275732, 0.005328251048922539, -0.019965633749961853, -0.008738470263779163, 0.007678936701267958, 0.005456671584397554, -0.04112640768289566, -0.015467602759599686, -0.006996936164796352, 0.001968467840924859, 0.024035969749093056, 0.0025239773094654083, 0.01305115781724453, 0.004460279364138842, 0.0016065246891230345, -0.018170107156038284, -0.023304104804992676, -0.0022644861601293087, 0.00505634443834424, -0.005784565582871437, -0.010421199724078178, 0.005648179445415735, -0.017234638333320618, 0.01302607636898756, 0.018324630334973335, -0.008294641971588135, 0.011225433088839054, -0.022727524861693382, 0.028306061401963234, -0.0021928874775767326, 0.008779674768447876, -0.010081327520310879, 0.02840627171099186, 0.013776442967355251, -0.0020818107295781374, -0.0028467343654483557, -0.009193487465381622, 0.0034894354175776243]",城区北石店镇,ww261hguu069
1877,35.568901,112.872002,112.872002,35.568901,"26,1,4,7,224,382,135,28,45,8,9,29,34,49,46,14,56,2,201,14,0,0,32",山西省晋城市城区开发区街道聚能金智学校,城区开发区街道聚能金智学校,城区开发区街道 聚能 金智 学校,"[-0.004542376380413771, 0.03120621293783188, 0.005216900259256363, 0.009489305317401886, -0.009222428314387798, -0.05573840066790581, 0.031748414039611816, 0.05447236821055412, -0.037470508366823196, -0.06314615905284882, -0.0007281845319084823, -0.06379030644893646, 0.020024392753839493, 0.003638004884123802, -0.027417950332164764, -0.003515916410833597, 0.0152894901111722, 0.011932897381484509, -0.06949452310800552, -0.029228199273347855, -0.022252487018704414, 0.021313777193427086, 0.03436713665723801, -0.007836244069039822, 0.028796663507819176, 0.024102462455630302, 0.002067832974717021, -0.037793077528476715, -0.05015983432531357, 0.005580416880548, 0.00308845448307693, 0.0030049222987145185, -0.03389686718583107, 0.02694372832775116, -0.04110335931181908, 0.019520962610840797, 0.03720526024699211, 0.015157251618802547, 0.01663999632000923, -0.04289309307932854, 0.04122547060251236, -0.001546028652228415, -0.010903740301728249, 0.006431195884943008, 0.0702676922082901, 0.018205471336841583, 0.016916707158088684, -0.016900021582841873, -0.017289426177740097, 0.004652448929846287]",城区开发区街道,ww2627ngu78z
1894,35.560833,112.895,112.895,35.560833,"44,3,9,7,508,742,327,36,103,12,13,54,73,109,66,53,120,0,411,15,0,0,78",山西省晋城市城区开发区街道蓝天宾馆(中心街),城区开发区街道蓝天宾馆(中心街),城区开发区街道 蓝天 宾馆 中心街,"[-0.04410796985030174, 0.08073816448450089, 0.035067662596702576, 0.0008277237648144364, -0.007192638702690601, -0.12318611890077591, 0.056914072483778, 0.15518368780612946, -0.10659819841384888, -0.1567380428314209, -0.006020418368279934, -0.15496127307415009, 0.022415006533265114, 0.03755195811390877, -0.08730986714363098, -0.024014929309487343, 0.01924273744225502, 0.022845301777124405, -0.1969432532787323, -0.09090691804885864, -0.1019885316491127, 0.04285413399338722, 0.11139120161533356, -0.024584997445344925, 0.08837345242500305, 0.056665532290935516, 0.018596841022372246, -0.0966629907488823, -0.11761000007390976, 0.037486132234334946, -0.010665634647011757, -0.009381257928907871, -0.06234808638691902, 0.05099886655807495, -0.1001596599817276, 0.051890503615140915, 0.11102870106697083, 0.027257082983851433, 0.06120552867650986, -0.08795063197612762, 0.11703557521104813, 0.022606590762734413, -0.009860489517450333, 0.0198640376329422, 0.17379450798034668, 0.07246839255094528, 0.012159455567598343, -0.03332788869738579, -0.05365140736103058, 0.008285035379230976]",城区开发区街道,ww262cxsu5tr
1898,35.508,112.93235,112.93235,35.508,"15,6,6,5,58,174,63,9,19,4,5,14,66,29,31,6,52,0,437,5,0,0,32",山西省晋城市泽州县金村镇018乡道,泽州县金村镇018乡道,泽州县金村镇 018 乡道,"[-0.010048688389360905, 0.03171728923916817, -0.0029346714727580547, -0.003397099208086729, -0.001954037230461836, -0.05387735739350319, 0.03474003076553345, 0.06631889194250107, -0.0523923821747303, -0.06487269699573517, 0.004310630261898041, -0.06360340118408203, 0.011125859804451466, 0.010585468262434006, -0.028115587309002876, -0.013806466944515705, 9.103822230827063e-05, 0.008511917665600777, -0.08050882816314697, -0.03752659633755684, -0.03954022005200386, 0.021822182461619377, 0.03934663161635399, -0.014949124306440353, 0.03656233847141266, 0.007538582198321819, 0.013270036317408085, -0.028922054916620255, -0.0594773106276989, 0.010969379916787148, 0.008876659907400608, -0.006689746398478746, -0.03890018165111542, 0.013156126253306866, -0.05225994810461998, 0.014155318029224873, 0.04799817129969597, 0.014742892235517502, 0.0150856738910079, -0.040164750069379807, 0.05562242120504379, 0.005775457248091698, -0.0043265847489237785, 0.009386996738612652, 0.07078110426664352, 0.02587638609111309, 0.014917459338903427, -0.014026588760316372, -0.02157433144748211, -0.006619455758482218]",泽州县金村镇,ww261b4c46zw
1906,35.542253,112.881815,112.881815,35.542253,"49,1,14,7,627,884,384,47,124,18,15,62,79,136,102,53,173,0,478,26,0,0,107",山西省晋城市城区北石店镇勇士之城真人彩弹CS基地(装修中),城区北石店镇勇士之城真人彩弹CS基地(装修中),城区北石店镇 勇士 之 城 真人 彩弹 基地 装修 中,"[-0.0832720398902893, 0.14468707144260406, 0.049008458852767944, 0.007906394079327583, -0.030376799404621124, -0.24357788264751434, 0.1226518303155899, 0.3025236129760742, -0.22023673355579376, -0.3506341874599457, 0.011677775532007217, -0.31285029649734497, 0.048674073070287704, 0.0652720257639885, -0.18197767436504364, -0.028848620131611824, 0.03439696133136749, 0.06484775990247726, -0.3938930630683899, -0.17439816892147064, -0.1938578188419342, 0.0850919708609581, 0.21821843087673187, -0.05004553869366646, 0.17078033089637756, 0.10471748560667038, 0.05067828297615051, -0.1731380671262741, -0.2394677847623825, 0.07985720783472061, -0.005993067752569914, -0.0018879068084061146, -0.1423446536064148, 0.10217257589101791, -0.19610518217086792, 0.10666722059249878, 0.22455675899982452, 0.05473678559064865, 0.12889184057712555, -0.17672446370124817, 0.255350261926651, 0.02649793215095997, -0.047105833888053894, 0.03620698302984238, 0.35868242383003235, 0.1515001505613327, 0.03136797994375229, -0.05334221571683884, -0.094779372215271, 0.016373146325349808]",城区北石店镇,ww260wq08ujv
1911,35.540813,112.871953,112.871953,35.540813,"48,1,17,7,537,828,335,48,108,21,19,57,76,117,118,46,155,2,653,27,0,0,88",山西省晋城市城区北石店镇百灵街,城区北石店镇百灵街,城区北石店镇 百灵街,"[-0.01719672791659832, 0.008555275388062, 0.011365366168320179, 0.0031461273320019245, 4.202139825792983e-05, -0.04103001952171326, 0.012004184536635876, 0.043661754578351974, -0.021668147295713425, -0.0487167052924633, 0.00858969148248434, -0.04561882093548775, 0.0010476926108822227, 0.00838968064635992, -0.03337213397026062, -0.002058398677036166, -0.00338559877127409, 0.010584207251667976, -0.04166511073708534, -0.0219398345798254, -0.031885284930467606, 0.018899058923125267, 0.02498766966164112, -0.01419821660965681, 0.013968845829367638, 0.020898953080177307, 0.011387405917048454, -0.02361118420958519, -0.024832502007484436, 0.011434032581746578, -0.006241210270673037, -0.0002544366871006787, -0.0233000498265028, 0.017185520380735397, -0.017472021281719208, 0.02098911628127098, 0.03179808333516121, 0.006233340594917536, 0.022616781294345856, -0.03176138922572136, 0.03126822039484978, 0.0056420909240841866, -0.0071540046483278275, 0.00356330256909132, 0.04801351577043533, 0.018894493579864502, -0.00059892563149333, -0.0143898269161582, -0.010062078945338726, -0.004609579220414162]",城区北石店镇,ww260qnb5psr
1928,35.5645,112.874,112.874,35.5645,"32,1,6,7,319,529,225,36,83,13,11,43,52,70,63,23,79,2,259,15,0,0,45",山西省晋城市城区开发区街道凤凰东路凤凰山矿东小区,城区开发区街道凤凰东路凤凰山矿东小区,城区开发区街道 凤凰 东路 凤凰山 矿东 小区,"[-0.023021675646305084, 0.06691490858793259, 0.014094235375523567, -0.008057905361056328, -0.006921697873622179, -0.09106522053480148, 0.05075560510158539, 0.1006137952208519, -0.0860101580619812, -0.11577674746513367, 0.009609924629330635, -0.1043243482708931, 0.021564675495028496, 0.012440260499715805, -0.0682501569390297, -0.019365297630429268, 0.013472381047904491, 0.016883788630366325, -0.14694924652576447, -0.06783007830381393, -0.07190760225057602, 0.040882568806409836, 0.085462786257267, -0.011480831541121006, 0.05881001800298691, 0.03434210643172264, 0.01634012721478939, -0.06728130578994751, -0.07991230487823486, 0.023345334455370903, -0.005198461934924126, -0.016163265332579613, -0.054845988750457764, 0.03717790171504021, -0.06910312175750732, 0.02958086133003235, 0.07451391965150833, 0.00856414157897234, 0.04810533672571182, -0.058419860899448395, 0.0814618170261383, 0.001978333108127117, -0.009507259353995323, 0.007495608646422625, 0.12117619812488556, 0.0602429173886776, 0.0042764972895383835, -0.014304276555776596, -0.026298807933926582, 0.0003376358072273433]",城区开发区街道,ww262d264z6d
1945,35.516063,112.862302,112.862302,35.516063,"143,23,54,47,863,882,884,202,581,160,33,291,478,587,371,233,664,0,841,91,0,31,567",山西省晋城市城区钟家庄街道紫云阁康养公寓,城区钟家庄街道紫云阁康养公寓,城区钟家庄街道 紫云阁 康养 公寓,"[-0.043520085513591766, 0.08037647604942322, 0.017719769850373268, 0.00422459514811635, -0.01365101058036089, -0.132217139005661, 0.06864733248949051, 0.15336669981479645, -0.12345315515995026, -0.19644799828529358, -0.0060294922441244125, -0.16087891161441803, 0.0302054975181818, 0.03200051933526993, -0.10693714767694473, -0.018355587497353554, 0.02325362339615822, 0.03828943893313408, -0.21066588163375854, -0.09951959550380707, -0.09681935608386993, 0.04032737389206886, 0.1130158007144928, -0.02334616333246231, 0.10043905675411224, 0.05272623151540756, 0.0327380895614624, -0.10371403396129608, -0.11697868257761002, 0.04481516033411026, -0.008932290598750114, -0.014171596616506577, -0.0826273187994957, 0.06622952222824097, -0.11504478752613068, 0.05379661172628403, 0.1082623153924942, 0.030834488570690155, 0.06795713305473328, -0.09052490442991257, 0.1311376392841339, 0.021282106637954712, -0.024404235184192657, 0.023132596164941788, 0.1855470985174179, 0.07724083214998245, 0.007579293567687273, -0.030598606914281845, -0.051550254225730896, 0.012372231110930443]",城区钟家庄街道,ww2601xb44pb
1966,35.508844,112.891698,112.891698,35.508844,"164,35,68,15,858,878,779,67,166,43,17,121,207,234,218,88,507,2,898,32,0,17,235",山西省晋城市泽州县金村镇老丹家牛肉丸,泽州县金村镇老丹家牛肉丸,泽州县金村镇 老丹 家 牛肉丸,"[-0.04477217048406601, 0.046753719449043274, 0.012551823630928993, -0.006204918026924133, -0.020323120057582855, -0.1098800003528595, 0.05465203896164894, 0.13051068782806396, -0.08541557192802429, -0.13828296959400177, 0.00848520640283823, -0.11659958958625793, 0.0136719373986125, 0.023749755695462227, -0.07123584300279617, -0.01887071691453457, 0.02374706044793129, 0.023391522467136383, -0.15292605757713318, -0.07152705639600754, -0.07786653935909271, 0.031155502423644066, 0.10074298083782196, -0.030847148969769478, 0.0737980380654335, 0.040813665837049484, 0.029473673552274704, -0.06822946667671204, -0.09002164006233215, 0.027950530871748924, -0.004007105715572834, -0.006138158030807972, -0.05480843782424927, 0.04587952047586441, -0.09187264740467072, 0.05039915069937706, 0.09030663967132568, 0.026241503655910492, 0.05943221226334572, -0.06720137596130371, 0.1141035258769989, 0.011589421890676022, -0.010880274698138237, 0.02580682374536991, 0.14304214715957642, 0.05542496591806412, 0.012618230655789375, -0.018906120210886, -0.03432861715555191, 0.0076780072413384914]",泽州县金村镇,ww260bjnp0r1
